id,type_id,country_id,date,first_round_election_id,early,wikipedia,seats_total,electorate,votes_cast,votes_valid,data_source,description,comment,previous_parliament_election_id,previous_ep_election_id,previous_cabinet_id,old_countryID,old_parlID
495,13,59,1962-11-18,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1962",165,4805351,4506007,4456131,"bmi, yb-aut","Early election on 18 November 1962.
Parliament was dissolved after the end of the Klaus II cabinet. ",,347,,533,40,19620
496,13,43,1978-03-19,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_1978",474,34424388,28656845,28098115,no-2010,Parliament was dissolved after Mitterrand won the presidential election. ,Seats total excludes 17 seats from overseas territories.,357,,21,250,19780
497,13,8,1948-07-07,,1,"http://en.wikipedia.org/wiki/Dutch_general_election,_1948",100,5433363,5089582,4932959,verk,,,182,,96,528,19480
498,13,26,2001-05-13,,0,"http://en.wikipedia.org/wiki/Italian_general_election,_2001",630,49256295,40085397,37122776,mdi,,"The official results don't allow to distinguish seats for parties in the single member district elections, so these information are from Wikipedia.",551,363,239,380,20010
499,13,9,1977-09-11,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1977",155,2780190,2304496,2301110,nos-sv,,,523,,520,578,19770
500,13,27,2008-03-09,,0,"http://en.wikipedia.org/wiki/Spanish_general_election,_2008",350,35073179,25900439,25448681,"afp, epp",Early elections were announced on 29 July 2011 and parliament was dissolved on 26 September following an economic crisis.,,164,368,806,724,20080
501,13,64,1981-11-08,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1981",212,6877466,6502070,6025027,ibz,Election on 8 November 1981. Voting age reduced to 18.,,663,442,429,56,19810
502,13,26,1976-06-20,,1,"http://en.wikipedia.org/wiki/Italian_general_election,_1976",630,40426658,37755083,36709578,archivio,,,65,,842,380,19760
503,13,26,1946-06-02,,0,"http://en.wikipedia.org/wiki/Italian_general_election,_1946",556,28005449,24947187,23016464,archivio,Constituent Assembly election on 2 June 1946.,,,,,380,19460
504,1,63,1989-06-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_(Portugal)",24,8121564,4149756,4022000,cne,,"

",480,535,718,620,1019890
505,1,7,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(Luxembourg)",6,233602,202384,184838,epl,,,306,594,621,442,1019990
506,13,5,1986-07-06,,1,"http://en.wikipedia.org/wiki/Japanese_House_of_Councillors_election,_1986",512,86426845,61707654,60448610,parline,,,138,,568,392,19860
507,13,26,1958-05-25,,0,"http://en.wikipedia.org/wiki/Italian_general_election,_1958",596,32434835,30434681,29560269,archivio,,,642,,280,380,19580
508,13,41,1989-11-05,,1,"http://en.wikipedia.org/wiki/Greek_legislative_election,_November_1989",300,8425212,6799485,6697568,no-2010,All party cabinet decided on 26 January 1990 to call an early election on 8 April.,inconsistencies with Mackie/Rose (1991/97),205,518,721,300,19891
509,13,72,2003-04-12,,1,"http://en.wikipedia.org/wiki/Maltese_general_election,_2003",65,297930,285122,282213,doi,Parliament was dissolved on 8 March 2008.,,173,,582,470,20030
511,13,5,2003-11-09,,1,"http://en.wikipedia.org/wiki/Japanese_general_election,_2003",480,102232944,61196418,59102827,ejpr,,"Some parties (NCP, LL, IC) won seats with SMD tier votes and no PR votes are included.",237,,840,392,20030
512,13,35,2010-09-19,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_2010",349,7123651,6028682,5960408,val,,"Centre-right (The Alliance: M, FP, Cp, KD) and centre-left (Red-Greens: SAP, MP, V) parties formed pre-electoral coalitions.",629,304,475,752,20100
513,13,11,1981-11-28,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1981",92,2034747,1860564,1801303,yb-nzl,,,202,,669,554,19810
514,13,44,1992-04-09,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1992",651,43275316,33653800,33614074,ejpr,,,490,682,515,826,19920
515,13,37,1951-05-30,,1,"http://en.wikipedia.org/wiki/Irish_general_election,_1951",147,1785144,1343616,1331573,gall-09,,,60,,154,372,19510
516,1,68,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Czech_Republic)",22,8401374,2371009,2358934,volby,,,50,567,157,203,1020090
517,13,9,1965-09-12,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1965",150,2406866,2056091,2047394,mackie,,,622,,510,578,19650
518,1,41,1989-06-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_(Greece)",24,8347387,6668113,6544669,ep,,,453,87,39,300,1019890
519,1,8,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Netherlands)",27,12168878,4777121,4765677,verk,,,335,177,124,528,1020040
520,13,72,1992-02-22,,1,"http://en.wikipedia.org/wiki/Maltese_general_election,_1992",65,259310,249141,247139,"md, parline",,,370,,3,470,19920
521,13,40,1991-10-20,,0,"http://en.wikipedia.org/wiki/Swiss_federal_election,_1991",200,4510521,2076901,2044100,bafs,,,358,,426,756,19910
522,13,60,2008-09-21,,0,"http://en.wikipedia.org/wiki/Slovenian_parliamentary_election,_2008",90,1696437,1070523,1051827,"sta, voltive",President Tuerk dissolved parliament on 21 October 2011 after PM Pahor lost a confidence vote the previous day.,,80,659,407,705,20080
523,13,9,1973-09-09,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1973",155,2686676,2155734,2152204,nos-sv,,,580,,822,578,19730
524,13,1,2010-06-12,,0,"http://en.wikipedia.org/wiki/Slovak_parliamentary_election,_2010",150,4362369,2566779,2529385,ssr,"Election on 12 June 2010.
Parliament was dissolved after the end of the Radicova I cabinet.",,192,441,269,703,20100
525,13,60,2000-10-15,,0,"http://en.wikipedia.org/wiki/Slovenian_parliamentary_election,_2000",90,1588528,1113424,1076520,voltive,,,338,,768,705,20000
526,13,7,1989-06-18,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1989",60,218940,191777,181168,asl,,,183,109,175,442,19890
527,13,67,1987-03-16,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1987",200,4018248,2895488,2880093,"idea, tila",,,133,,650,246,19870
528,13,51,1976-09-05,,0,"http://en.wikipedia.org/wiki/Cypriot_legislative_election,_1976",35,272898,232765,229224,no-2010,,,,,,196,19760
529,13,8,1963-05-15,,0,"http://en.wikipedia.org/wiki/Dutch_general_election,_1963",150,6748611,6419964,6258521,verk,,,667,,694,528,19630
530,13,8,2010-06-09,,1,"http://en.wikipedia.org/wiki/Dutch_general_election,_2010",150,12524152,9442977,9416001,kiesraad,"Early election on 9 June 2010.
Parliament was dissolved after the end of the Rutte I cabinet.",,578,134,652,528,20100
531,13,21,1968-01-23,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1968",179,3208646,2864805,2854647,"folketing, parline",,,97,,825,208,19680
533,13,72,1976-09-18,,0,"http://en.wikipedia.org/wiki/Maltese_general_election,_1976",65,217724,206605,205440,md,,,8,,816,470,19760
534,13,55,1995-10-01,,0,"http://en.wikipedia.org/wiki/Latvian_parliamentary_election,_1995",100,1328779,965339,951007,essex,,,564,,201,428,19950
535,1,63,1987-07-19,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1987_(Portugal)",24,7787603,5639650,5496935,cne,,possible error in the primary source due to the valid votes,106,317,734,620,1019871
536,1,64,1994-06-12,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1994_(Belgium)",25,7211311,6537968,5966755,ibz,,,418,553,624,56,1019940
538,13,1,1990-06-09,,0,"http://en.wikipedia.org/wiki/Slovak_parliamentary_election,_1990",150,3622650,3455651,3377726,ssr,,,,,,703,19900
539,1,15,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Lithuania)",13,2654311,1284050,1207070,vrk,,,59,,1631,440,1020040
540,1,54,1994-06-12,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1994_(Germany)",99,60473927,36295529,35411414,bwl,,,445,296,862,276,1019940
541,13,21,1947-10-28,,1,"http://en.wikipedia.org/wiki/Danish_Folketing_election,_1947",150,2435306,2089015,2084141,yb-dnk,,,121,,387,208,19470
543,13,8,1952-06-25,,0,"http://en.wikipedia.org/wiki/Dutch_general_election,_1952",100,5792679,5501726,5335745,verk,,,497,,243,528,19520
545,13,64,1954-04-11,,0,"http://en.wikipedia.org/wiki/Belgian_general_election,_1954",212,5863092,5463154,5160486,ibz,,,217,,389,56,19540
546,13,29,1993-10-25,,0,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1993",295,19906796,13863135,13667671,"ceoc, pica",,,96,,704,124,19930
547,13,54,1980-10-05,,0,"http://en.wikipedia.org/wiki/West_German_federal_election,_1980",497,43231741,38292176,37938981,"bwl, dhbt","Parliament was dissolved on 6 January 1983 by President Carstens (Schindler 1999, 1246) after Kohl initiated a confidence vote to dissolve parliament.",,163,361,459,276,19800
549,1,26,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Italy)",72,50276247,32748675,30623840,archivio,,,111,329,823,380,1020090
550,13,72,1947-10-27,,0,"http://en.wikipedia.org/wiki/Maltese_general_election,_1947",40,140703,106141,105494,md,,,,,,470,19470
551,13,26,1996-04-21,,1,"http://en.wikipedia.org/wiki/Italian_general_election,_1996",630,48846238,40496438,37295109,archivio,,"Alliances were mainly formed for the plurality single member district voting part of the elections. For proportional voting, parties competed outside their electoral alliances. Alliances that formed for plurality voting were The Prodi-List (POP SVP PRI UD PRODI), CCD-CDU and The Dini-List.",146,326,991,380,19960
552,13,29,1972-10-30,,0,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1972",264,13000778,9974661,9916061,"ceoc, pica",,,91,,696,124,19720
553,1,64,1989-06-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_(Belgium)",24,7096273,6438738,5899300,ibz,,,191,10,457,56,1019890
554,13,5,2005-09-11,,1,"http://en.wikipedia.org/wiki/Japanese_general_election,_2005",480,103067966,69532186,67811069,parline,,,511,,770,392,20050
555,1,72,2009-06-06,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Malta)",5,322411,254039,248169,doi,,,203,346,468,470,1020090
556,13,51,2006-05-21,,0,"http://en.wikipedia.org/wiki/Cypriot_legislative_election,_2006",56,501024,445915,421087,cy-gov,,,339,397,342,196,20060
557,1,27,1987-06-10,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1987_(Spain)",60,28450491,19494098,19071497,epp,,,254,38,834,724,1019870
560,13,74,2007-10-19,,1,http://en.wikipedia.org/wiki/Elections_in_Poland#2007_Parliamentary_election,460,30615471,16477734,16142202,pkw,,,188,199,356,616,20070
561,13,11,1996-10-12,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1996",120,2418587,2135175,2072359,yb-nzl,First election under the new mixed-member proportional (MMP) electoral system.,,634,,830,554,19960
562,13,29,1957-06-10,,0,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1957",265,8902125,6680690,6605980,"ceoc, pica",,,292,,327,124,19570
563,13,21,2005-02-08,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_2005",179,4003616,3384560,3357212,ejpr,,,632,168,482,208,20050
564,13,55,1993-06-06,,0,"http://en.wikipedia.org/wiki/Latvian_parliamentary_election,_1993",100,1243956,1134204,1118316,essex,,,647,,595,428,19930
565,13,74,2001-09-23,,0,"http://en.wikipedia.org/wiki/Polish_parliamentary_election,_2001",460,29364455,13591681,13017929,pkw,,,477,,194,616,20010
566,13,15,1996-10-20,,0,"http://en.wikipedia.org/wiki/Lithuanian_parliamentary_election,_1996",141,2597530,1374673,1306922,vrk,,,439,,91,440,19960
567,1,68,2004-06-12,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Czech_Republic)",24,8283485,2344290,2332862,volby,,,487,,504,203,1020040
568,13,44,1974-02-28,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1974",635,39753863,31382414,31340162,,,,311,,216,826,19740
570,13,8,1994-05-03,,0,"http://en.wikipedia.org/wiki/Dutch_general_election,_1994",150,11455924,9027887,8981556,verk,,,627,587,148,528,19940
571,13,9,1989-09-11,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1989",165,3190311,2653173,2647604,seby,,,207,,394,578,19890
572,13,11,2002-07-27,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_2002",120,2670030,2055404,2031617,ec-nz,Parliament was dissolved on 11 August 2005.,,451,,212,554,20020
573,13,64,1958-06-01,,0,"http://en.wikipedia.org/wiki/Belgian_general_election,_1958",212,5954858,5575127,5302353,idea,,Needs information about the largest party that won no seats.,545,,745,56,19580
575,13,67,1951-07-03,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1951",200,2448239,1825779,1812817,"idea, nyt, tila",President Paasikivi dissolved parliament on 8 December 1953 following a prolonged cabinet crisis (NYT).,,187,,639,246,19510
577,13,67,1929-07-01,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1929",200,1719567,956296,951270,"no-2010, tila",,,340,,1206,246,19290
578,13,8,2006-11-22,,1,"http://en.wikipedia.org/wiki/Dutch_general_election,_2006",150,12264503,9854998,9838683,verk,"Early election on 22 November 2006.
Parliament was dissolved after the end of the Balkenende IV cabinet.",,335,519,65,528,20060
579,13,7,1964-06-07,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1964",56,191788,173702,163158,asl,,,390,,832,442,19640
580,13,9,1969-09-07,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1969",150,2579566,2162596,2158712,mackie,,,517,,284,578,19690
581,13,54,1949-08-14,,0,"http://en.wikipedia.org/wiki/West_German_federal_election,_1949",402,31207620,24495614,23732398,bwl,First post-war election on 14 August 1949.,Five percent threshold was applied at the state level (Bundeswahlgesetz 1949 10(4)).,1040,,1578,276,19490
582,13,44,2010-05-06,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_2010",650,45597461,29991471,29687604,ec,,Election in Thirsk and Malton was delayed by three weeks after the death of a candidate.,233,410,119,826,20100
583,13,44,1966-03-31,,1,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1966",630,35957245,27314646,27264747,,Early election on 31 March 1966.,,223,,760,826,19660
584,13,37,1954-05-18,,1,"http://en.wikipedia.org/wiki/Irish_general_election,_1954",147,1763209,1347932,1335202,gall-09,,,515,,643,372,19540
585,1,27,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(Spain)",64,33840432,21334948,20808681,epp,,,99,44,370,724,1019990
586,13,11,1946-11-27,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1946",80,1081898,1055204,1047205,no-2001,,,775,,1036,554,19460
587,1,8,1989-06-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_(Netherlands)",25,11099123,5270374,5242333,verk,,,62,341,550,528,1019890
588,13,54,1987-01-25,,0,"http://en.wikipedia.org/wiki/West_German_federal_election,_1987",497,45327982,38225294,37867319,bwl,"Election on 25 January 1987.
Regular dissolution of parliament in the fall of 1990.",,484,610,346,276,19870
589,1,7,1979-06-10,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1979_(Luxembourg)",6,212740,189141,170759,"asl, macr-85",,"
",446,,655,442,1019790
590,13,37,1989-06-15,,1,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_(Ireland)",166,2448810,1667592,1656813,"gall-09, no-2010",,,43,344,77,372,19890
591,13,64,1971-11-07,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1971",212,6271240,5741268,5281631,ibz,,,184,,586,56,19710
592,13,56,1999-05-08,,0,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_1999",63,201525,169431,165727,no-2010,,,82,,158,352,19990
593,1,7,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Luxembourg)",6,229550,209402,191886,epl,,,299,505,196,442,1020040
594,1,7,1994-06-12,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1994_(Luxembourg)",6,224031,198587,179688,"asl, idea",,,526,238,418,442,1019940
595,13,54,1994-10-16,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1994_(Germany)",672,60452009,47737999,47105174,bwl,,,445,540,862,276,19940
596,13,41,1977-11-20,,0,"http://en.wikipedia.org/wiki/Greek_legislative_election,_1977",300,6403738,5193891,5129771,no-2010,,,653,,609,300,19770
597,13,21,1984-01-10,,1,"http://en.wikipedia.org/wiki/European_Parliament_election,_1984_(Denmark)",179,3829600,3386733,3362010,,,,179,271,819,208,19840
598,13,63,1983-04-25,,1,"http://en.wikipedia.org/wiki/Portuguese_legislative_election,_1983",250,7337064,5707695,5560925,cne,,,281,,135,620,19830
599,13,68,2010-05-29,,0,"http://en.wikipedia.org/wiki/Czech_legislative_election,_2010",200,8415892,5263822,5230859,volby,,,50,516,157,203,20100
600,13,75,1995-03-05,,0,"http://en.wikipedia.org/wiki/Estonian_parliamentary_election,_1995",101,790392,545825,540699,vvk,,,670,,4,233,19950
601,13,29,2008-10-14,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_2008",308,23677639,13929093,13834294,"afp, ceoc",Parliament was dissolved on 26 March 2011 (afp).,,137,,610,124,20080
602,13,67,1991-03-17,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1991",200,4060778,2776984,2725918,"idea, tila",,,527,,41,246,19910
603,13,5,1969-12-27,,1,"http://en.wikipedia.org/wiki/Japanese_general_election,_1969",486,69260424,47442400,46989893,parline,,,367,,787,392,19690
604,13,26,1979-06-03,,1,"http://en.wikipedia.org/wiki/European_Parliament_election,_1979_(Italy)",630,42203354,38242918,36671309,archivio,,,502,,638,380,19790
605,13,26,1992-04-05,,1,"http://en.wikipedia.org/wiki/Italian_general_election,_1992",630,47435689,41404415,39243506,archivio,,,17,280,202,380,19920
606,13,7,1979-06-10,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1979",59,212614,188909,175808,asl,,,446,,655,442,19790
607,13,59,2008-09-28,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_2008",183,6333109,4990952,4887309,bmi,Early election on 28 September 2008.,,197,45,583,40,20080
608,13,59,1966-03-06,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1966",165,4886818,4583970,4531885,"bmi, yb-aut","Early election on 6 March 1966.
",,495,,1035,40,19660
609,13,44,1945-07-05,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1945",640,33240391,,25095195,bef-7,,,911,,1520,826,19450
610,1,54,1984-06-17,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1984_(West_Germany)",81,44465989,25238754,24851371,bwl,,,484,361,346,276,1019840
611,13,72,1955-02-28,,1,"http://en.wikipedia.org/wiki/Maltese_general_election,_1955",40,149380,121243,120655,md,,,272,,1473,470,19550
613,1,41,1994-06-12,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1994_(Greece)",25,9550596,6803884,6532591,ejpr,,,654,518,74,300,1019940
615,13,55,1998-10-03,,1,"http://en.wikipedia.org/wiki/Latvian_parliamentary_election,_1998",100,1383661,982400,955581,essex,,,534,,2,428,19980
616,13,67,1958-07-07,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1958",200,2606258,1954397,1944235,"idea, nyt, tila",President Kekkonen dissolved parliament on 14 November 1961 because of a foreign policy crisis (NYT).,,71,,791,246,19580
617,13,26,1983-06-26,,1,"http://en.wikipedia.org/wiki/Italian_general_election,_1983",630,44526357,39188182,36906005,archivio,Parliament was dissolved on 28 April 1987 after the fall of the Fanfani cabinet.,,604,353,87,380,19830
618,13,10,2005-06-25,,0,"http://en.wikipedia.org/wiki/Bulgarian_parliamentary_election,_2005",240,6720941,3747793,3648177,cik,Election on 25 June 2005.,,681,,575,100,20050
619,1,63,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(Portugal)",25,8681854,3467085,3353951,cne,,"
",216,14,265,620,1019990
620,13,39,1994-05-29,,0,"http://en.wikipedia.org/wiki/Hungarian_parliamentary_election,_1994",386,7959228,5485538,5400194,essex,,,257,,13,348,19940
622,13,9,1961-09-11,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1961",150,2340495,1850548,1840225,mackie,,,429,,61,578,19610
623,13,43,1986-03-16,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_1986",556,36614738,28736080,27490874,no-2010,"Election on 16 March 1986 under new PR system.
Parliament was dissolved on 14 May 1986 after reelection of President Mitterrand.",Seats total excludes 20 seats from overseas territories.,20,415,843,250,19860
624,1,64,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(Belgium)",25,7343464,6686220,6223142,ibz,,,332,536,95,56,1019990
625,13,44,1950-02-23,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1950",625,34412255,,28771124,,,,609,,99,826,19500
627,13,8,1989-09-06,,1,"http://en.wikipedia.org/wiki/Dutch_general_election,_1989",150,11112189,8919787,8893302,verk,,,62,587,550,528,19890
628,13,5,1996-10-20,,1,"http://en.wikipedia.org/wiki/Japanese_general_election,_1996",500,97909655,57766696,,idea,,,57,,800,392,19960
629,13,35,2006-09-17,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_2006",349,6892009,5650416,5551278,val,,"Centre-right parties (The Alliance: M, FP, Cp, KD) formed a pre-electoral coalition.",156,104,641,752,20060
630,13,21,1953-09-22,,0,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1953",179,2695554,2172036,2166391,yb-dnk,,First unicameral election.,213,,359,208,19531
631,13,40,1983-10-23,,0,"http://en.wikipedia.org/wiki/Swiss_federal_election,_1983",200,4068940,1989960,1959841,bafs,,,435,,723,756,19830
632,13,21,2001-11-20,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_2001",179,3998957,3484915,3449668,ejpr,,,389,668,630,208,20010
633,13,23,1990-05-20,,0,"http://en.wikipedia.org/wiki/Romanian_general_election,_1990",396,17200720,14825017,13707159,essex,,,,,1604,642,19900
634,13,11,1993-11-06,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1993",99,2321664,1978092,1922796,yb-nzl,,,350,,473,554,19930
635,13,8,1977-05-25,,0,"http://en.wikipedia.org/wiki/Dutch_general_election,_1977",150,9506318,8365829,8317612,verk,,,51,,765,528,19770
636,13,67,1972-01-03,,1,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1972",200,3178169,2587060,2577949,"idea, tila",Early election on 3 January 1972 after the fall of the Karjalainen III cabinet.,,77,,391,246,19720
637,13,56,1974-06-30,,1,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_1974",60,126388,115575,114108,no-2010,Early election on 30 June 1974.,,225,,272,352,19740
638,1,64,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Belgium)",22,7760436,7014415,6571802,ibz,,,401,656,80,56,1020090
640,13,5,1963-11-21,,1,"http://en.wikipedia.org/wiki/Japanese_general_election,_1963",467,58281678,41458946,41016541,no-2001,,,345,,48,392,19630
641,13,37,1969-06-18,,0,"http://en.wikipedia.org/wiki/Irish_general_election,_1969",144,1735388,1334963,1318953,gall-09,,,323,,602,372,19690
642,13,26,1953-06-07,,0,"http://en.wikipedia.org/wiki/Italian_general_election,_1953",590,30272236,28406479,27087701,archivio,,,467,,597,380,19530
643,13,43,1988-06-12,,1,"http://en.wikipedia.org/wiki/French_legislative_election,_1988",555,37090454,24526787,23994849,no-2010,Early election on 5 and 12 June 1988 under new (previously used) SMD majority-plurality electoral system.,Seats total excludes 20 seats from overseas territories.,623,415,1150,250,19880
644,13,64,1949-06-26,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1949",212,5635452,5320216,5030883,ibz,Election on 26 June 1949. First election with full women suffrage. Number of seats in parliament increased to 212.,,19,,40,56,19490
645,13,5,1958-05-22,,1,"http://en.wikipedia.org/wiki/Japanese_general_election,_1958",467,52013529,40042489,39751665,no-2001,,,692,,887,392,19580
646,13,15,2008-10-12,,0,"http://en.wikipedia.org/wiki/Lithuanian_parliamentary_election,_2008",141,2696090,1309965,1236716,vrk,,,214,539,579,440,20080
647,13,55,1990-04-29,,0,"http://en.wikipedia.org/wiki/Latvian_parliamentary_election,_1990",201,,,,,,,,,,428,19900
650,13,29,1997-06-02,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1997",301,19663478,13174698,12985874,ceoc,,,546,,785,124,19970
651,13,41,2009-10-04,,1,"http://en.wikipedia.org/wiki/Greek_legislative_election,_2009",300,9929065,7044606,6858421,mig,,The EJPR source indicated that the official number of 9.933.385 voters is unrealistic and estimated 8.500.000 electors.,466,264,581,300,20090
652,1,67,1996-10-20,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1996_(Finland)",16,4108703,2366504,2249411,tila,,,24,193,100,246,1019960
653,13,41,1974-11-17,,0,"http://en.wikipedia.org/wiki/Greek_legislative_election,_1974",300,6241066,4963558,4908974,no-2010,,,,,,300,19740
