id,type_id,country_id,date,first_round_election_id,early,wikipedia,seats_total,electorate,votes_cast,votes_valid,data_source,description,comment,previous_parliament_election_id,previous_ep_election_id,previous_cabinet_id,old_countryID,old_parlID
133,13,67,1983-03-21,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1983",200,3951932,2992970,2979694,tila,,,84,,34,246,19830
134,1,8,2009-06-04,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Netherlands)",25,12378500,4573743,4553864,verk,,,578,519,69,528,1020090
135,13,72,1950-09-04,,1,"http://en.wikipedia.org/wiki/Maltese_general_election,_1950",40,144516,106820,106129,"md, nyt",,,550,,1470,470,19500
136,13,72,1981-12-12,,0,"http://en.wikipedia.org/wiki/Maltese_general_election,_1981",65,238237,225466,224151,md,,,533,,606,470,19810
137,13,29,2006-01-23,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_2006",308,23054615,14908703,14817159,"nyt, pica",Parliament was dissolved on 7 September 2008 following a request by PM Harper.,,240,,308,124,20060
138,13,5,1983-12-18,,1,"http://en.wikipedia.org/wiki/Japanese_House_of_Councillors_election,_1983",511,84252608,57238897,56779701,parline,,,113,,242,392,19830
139,13,29,1980-02-18,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1980",282,15890416,11015514,10947914,"ceoc, pica",,,683,,751,124,19800
140,1,63,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Portugal)",24,8821456,3404782,3270116,cne,,possible error in the primary source due to the valid votes,657,619,381,620,1020040
142,13,67,1936-07-01,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1936",200,1872908,1178412,1173382,"no-2010, tila",,,689,,1201,246,19360
143,13,64,2003-05-18,,0,"http://en.wikipedia.org/wiki/Belgian_general_election,_2003",150,7570337,6936801,6572189,ibz,,,2,624,193,56,20030
144,13,7,1945-10-21,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1945",51,,159083,153596,asl,,,936,,340,442,19450
145,1,55,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Latvia)",9,1397736,577881,571364,cvk,,,260,,153,428,1020040
146,13,26,1994-03-27,,0,"http://en.wikipedia.org/wiki/Italian_general_election,_1994",630,48135041,41461260,38717043,"archivio, reuters",President Scalfaro dissolved parliament on 16 February 1996 after the fall of the Dini cabinet and failed attempts to form a new cabinet.,,605,280,801,380,19940
147,1,41,1981-10-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1981_(Greece)",24,7319070,5752789,5677661,"idea, macr-85",,,596,245,531,300,1019811
149,13,7,1951-06-03,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1951",52,92110,83613,79662,asl,Partial elections in Centre and North districts.,,661,,799,442,19510
150,13,64,1965-05-23,,0,"http://en.wikipedia.org/wiki/Belgian_general_election,_1965",212,6091534,5578876,5181935,ibz,,,425,,613,56,19650
153,13,7,1954-05-30,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1954",52,183590,170092,162063,asl,,,149,,532,442,19540
156,13,35,2002-09-15,,0,"http://en.wikipedia.org/wiki/Swedish_elections,_2002",349,6722163,5385430,5303212,sos,,,33,374,503,752,20020
157,13,21,1990-12-12,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1990",179,3941499,3265240,3239662,,,,387,308,57,208,19900
158,13,74,1989-06-18,,0,"http://en.wikipedia.org/wiki/Polish_legislative_election,_1989",460,27026146,,,parline,,The first polish election after the breakdown of the communism had a special (semi-free or semi-democratic) character. The coding of this election will therefore absorb some more time.,,,,616,19890
159,13,29,1984-09-04,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1984",282,16774941,12638424,12548721,"ceoc, pica",,,139,,670,124,19840
160,1,43,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(France)",78,41509136,17763671,17168682,ejpr,,,403,273,802,250,1020040
161,13,44,1959-10-08,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1959",630,35397304,,27862652,,,,678,,404,826,19590
162,13,59,1995-12-17,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1995",183,5768099,4959455,4844173,"bmi, yb-aut",Early election on 17 December 1995.,Official results include a by-election on 13 October 1996.,66,13,294,40,19950
163,13,54,1976-10-03,,0,"http://en.wikipedia.org/wiki/West_German_federal_election,_1976",496,42058015,38165753,37822500,bwl,,,95,,252,276,19760
164,13,27,2004-03-14,,0,"http://en.wikipedia.org/wiki/Spanish_general_election,_2004",350,34571831,26155436,25483504,epp,,,687,585,309,724,20040
165,13,23,2004-11-28,,0,"http://en.wikipedia.org/wiki/Romanian_general_election,_2004",332,18449344,10794653,10188106,no-2010,,,336,,1029,642,20040
166,13,7,1968-12-15,,1,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1968",56,192601,170566,160184,asl,,,579,,491,442,19680
167,13,9,1953-10-12,,0,http://no.wikipedia.org/wiki/Stortingsvalget_1953,150,2256799,1790331,1779831,nos-sv,,,478,,487,578,19530
168,1,21,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Denmark)",14,4012663,1921541,1894346,yb-dnk,,,632,668,482,208,1020040
169,13,59,1956-05-13,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1956",165,4614464,4427711,4351908,"bmi, yb-aut","Early election on 13 May 1956.
Parliament was dissolved after the end of the Raab II cabinet.",,11,,659,40,19560
171,13,43,2007-06-17,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_2007",577,43895833,26521822,26026465,ref,,,403,160,807,250,20070
172,13,7,2009-06-07,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_2009",60,240676,218423,198364,asl,Parliament was dissolved on 7 October 2013 following the end of  the Juncker V cabinet. ,,383,593,12,442,20090
173,13,72,1998-09-05,,1,"http://en.wikipedia.org/wiki/Maltese_general_election,_1998",65,281078,268150,264492,doi,Early election after cabinet Sant lost its parliamentary majority.,,483,,299,470,19980
174,13,21,2007-11-13,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_2007",179,4022920,3483533,3459420,"ejpr, reuters",PM Rasmussen called early elections on 26 August 2011.,,563,168,316,208,20070
175,13,35,1982-09-19,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1982",349,6130993,5606603,5554394,parline,,,473,,142,752,19820
176,13,40,1971-10-31,,0,"http://en.wikipedia.org/wiki/Swiss_federal_election,_1971",200,3549426,2018077,1992316,bafs,Election on 31 October 1971. First election with women suffrage.,,373,,777,756,19710
177,1,8,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(Netherlands)",31,11862864,3560764,3544408,verk,,,372,58,749,528,1019990
178,13,56,2003-05-10,,0,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_2003",63,211304,185396,183172,no-2010,,,592,,177,352,20030
179,13,21,1981-12-08,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1981",179,3776333,3143424,3123563,,,,242,271,379,208,19810
181,1,67,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Finland)",13,4332457,1672434,1664831,tila,,,314,198,277,246,1020090
182,13,8,1946-05-17,,0,"http://en.wikipedia.org/wiki/Dutch_general_election,_1946",100,5275888,4912015,4760711,verk,,,942,,767,528,19460
183,13,7,1984-06-17,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1984",64,215792,191951,179994,asl,,,606,589,27,442,19840
184,13,64,1968-03-31,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1968",212,6170167,5554652,5177952,ibz,,Needs information about the largest party that won no seats.,150,,353,56,19680
185,13,59,1971-10-10,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1971",183,4984448,4607616,4556990,"bmi, yb-aut",Early election on 10 October 1971.,,377,,354,40,19710
187,13,67,1948-07-02,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1948",200,2420287,1893837,1879968,"idea, tila",,,101,,125,246,19480
188,13,74,2005-09-25,,0,"http://en.wikipedia.org/wiki/Polish_parliamentary_election,_2005",460,30229031,12244903,11804676,pkw,Parliament decided to dissolve on 7 September 2007 (377 to 54 vote) following the collapse of the Kaczynski government.,,565,199,322,616,20050
189,13,29,1945-06-11,,0,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1945",245,6952445,5305193,5246130,"ceoc, pica",,,854,,1164,124,19450
190,13,37,2007-05-24,,0,"http://en.wikipedia.org/wiki/Irish_general_election,_2007",166,3110914,2085245,2065810,eie,,,408,123,179,372,20070
191,13,64,1987-12-13,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1987",212,7044211,6577047,6145207,ibz,,,396,10,92,56,19870
192,13,1,2006-06-17,,1,"http://en.wikipedia.org/wiki/Slovak_parliamentary_election,_2006",150,4272517,2335917,2303139,ssr,,,218,124,185,703,20060
193,1,67,1995-01-01,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999",16,,,,,,"Elections took only place in 1996. Results reflect the initial composition of Finish MEPs, based on the party composition of the Eduskunta.",602,,206,246,1019950
194,13,39,2006-04-09,,0,"http://en.wikipedia.org/wiki/Hungarian_parliamentary_election,_2006",386,8046129,5457553,5408050,ovb,,,463,224,188,348,20060
195,1,60,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Slovenia)",7,1699755,482058,463472,voltive,,,522,659,803,705,1020090
196,1,44,2004-06-10,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(United_Kingdom)",78,44157267,17007880,16869020,bef-7,,,208,686,19,826,1020040
197,13,59,2006-10-01,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_2006",183,6107892,4793780,4708281,"bmi, yb-aut","Early election on 1 October 2006.
Parliament was dissolved after the end of the Gusenbauer cabinet.",,365,45,888,40,20060
198,1,67,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_%28Finland%29",14,4227987,1666932,1656584,ejpr,,,253,334,759,246,1020040
199,1,74,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Poland)",54,29986109,6258550,6091531,pkw,,,565,,322,616,1020040
200,13,63,1976-04-25,,0,"http://en.wikipedia.org/wiki/Portuguese_legislative_election,_1976",263,6564667,5483461,5225765,"cne, reuters",President Ramalho Eanes dissolved parliament and called new elections on 13 July 1979 (Reuters).,Potentially an error in primary source related to the number of valid votes.,247,,1067,620,19760
201,13,41,2004-03-07,,0,"http://en.wikipedia.org/wiki/Greek_legislative_election,_2004",300,9897626,7571601,7404934,mig,,,475,482,190,300,20040
202,13,11,1978-11-25,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1978",92,2126724,1721443,1710173,"wilson, yb-nzl",,"""There was considerable duplication of electors enrolled. 360870 deletions were made in 1979/80. This would reduce the number enrolled to 2126724 and increase percentage of those voting to 79.86."" (Wilson 1985)",459,,285,554,19780
203,13,72,2008-03-08,,1,"http://en.wikipedia.org/wiki/Maltese_general_election,_2008",69,315357,294214,290799,doi,,,509,346,298,470,20080
204,13,8,1967-02-15,,0,"http://en.wikipedia.org/wiki/Dutch_general_election,_1967",150,7452776,7076328,6878030,verk,,,529,,455,528,19670
205,13,41,1989-06-18,,0,"http://en.wikipedia.org/wiki/Greek_legislative_election,_June_1989",300,8302412,6669228,6521211,no-2010,,Inconsistencies with Mackie/Rose (1991/97).,453,87,39,300,19890
206,13,40,2003-10-19,,0,"http://en.wikipedia.org/wiki/Swiss_federal_election,_2003",200,4779733,2161921,2124041,bafs,,,427,,198,756,20030
207,13,9,1985-09-08,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1985",157,3100479,2605436,2601817,seby,,,100,,181,578,19850
208,13,44,2001-06-07,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_2001",659,44403238,26467388,26367383,"bef-7, no-2010",,,315,686,838,826,20010
210,13,63,2005-02-20,,1,"http://en.wikipedia.org/wiki/Portuguese_legislative_election,_2005",230,8944508,5747834,5578782,cne,,possible error in the primary source due to the valid votes,657,140,755,620,20050
211,13,74,1991-10-27,,1,"http://en.wikipedia.org/wiki/Polish_parliamentary_election,_1991",460,27517280,11887949,11218602,pkw,,KLD and PPG created a parliamentary group named Polski Program Liberalny (Polish Liberal Program) on 6 November 1992.,158,,75,616,19910
213,13,21,1953-04-21,,0,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1953",151,2571311,2077615,2070903,,,,430,,36,208,19530
214,13,15,2004-10-24,,0,"http://en.wikipedia.org/wiki/Lithuanian_parliamentary_election,_2004",141,2666196,1228653,1195655,vrk,,,59,539,1634,440,20040
215,13,35,1973-09-16,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1973",350,5690333,5168996,5160146,,,,258,,577,752,19730
216,13,63,1995-10-01,,0,"http://en.wikipedia.org/wiki/Portuguese_legislative_election,_1995",230,8906608,5904854,5791761,cne,,,90,14,282,620,19950
217,13,64,1950-06-04,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1950",212,5635452,5219278,4942807,ibz,,,644,,746,56,19500
218,13,1,2002-09-21,,0,"http://en.wikipedia.org/wiki/Slovak_parliamentary_election,_2002",150,4157802,2909998,2875081,ssr,,,349,,699,703,20020
219,1,43,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(France)",72,44282823,17992161,17218614,ref,,,171,160,306,250,1020090
220,13,9,1945-10-08,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1945",150,1961977,1498194,1485225,mackie,,,864,,666,578,19450
221,13,59,1975-10-05,,0,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1975",183,5019277,4662684,4613432,"bmi, yb-aut","Election on 5 October 1975.
Parliament was dissolved after a referendum on nuclear energy.",,185,,365,40,19750
222,1,44,1984-06-17,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1984_(United_Kingdom)",81,42493122,13998190,13961422,"bef-7, ukeu",,,290,37,646,826,1019840
223,13,44,1964-10-15,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1964",630,35894054,27698221,27657148,,Parliament was dissolved on 10 March 1966 after Labour called an early election to increase its four seats majority.,,161,,63,826,19640
224,1,39,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Hungary)",24,8017805,3097657,3075450,ovb,,,463,,302,348,1020040
225,13,56,1971-06-13,,0,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_1971",60,118289,106975,105395,no-2010,"Election on 13 June 1971.
Parliament was dissolved after the end of the Johannesson I cabinet. ",,318,,321,352,19710
226,13,21,1987-09-08,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1987",179,3907454,3389201,3362557,,,,597,128,195,208,19870
227,13,41,1981-10-18,,0,"http://en.wikipedia.org/wiki/Greek_legislative_election,_1981",300,7059778,5753478,5671057,no-2010,,,596,245,531,300,19810
228,13,37,1982-02-18,,1,"http://en.wikipedia.org/wiki/Irish_general_election,_February_1982",166,2275450,1679500,1665133,"gall-09, no-2010",,,47,414,335,372,19820
229,1,23,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Romania)",33,18197316,5035299,4840033,bec,,,319,676,599,642,1020090
231,1,54,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Germany)",99,62222873,26923614,26333444,bwl,,,118,18,85,276,1020090
232,1,59,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Austria)",17,6362761,2925132,2864621,bmi,,,607,45,268,40,1020090
233,13,44,2005-05-05,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_2005",646,44245939,27336093,27148510,ejpr,,,208,196,19,826,20050
234,13,35,1952-09-21,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1952",230,4805216,3801284,3783707,,,,431,,361,752,19520
235,13,59,1986-11-23,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1986",183,5461414,4940298,4852188,"bmi, yb-aut","Early election on 23 November 1986.
Parliament was dissolved on 5 July 1990 and a slightly earlier election date was set.",,456,,828,40,19860
237,13,5,2000-06-25,,1,"http://en.wikipedia.org/wiki/Japanese_general_election,_2000",480,100492328,62757828,59844601,parline,,,628,,211,392,20000
238,1,7,1989-06-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_(Luxembourg)",6,218940,191342,174471,"asl, macr-90",,,183,109,175,442,1019890
239,13,75,1999-03-07,,0,"http://en.wikipedia.org/wiki/Estonian_parliamentary_election,_1999",101,857270,492356,484239,vvk,,,600,,303,233,19990
240,13,29,2004-06-28,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_2004",308,22466621,13683570,13564702,ceoc,Parliament was dissolved on 29 November 2005 after Martin government lost a vote of confidence.,,455,,103,124,20040
242,13,21,1979-10-23,,1,"http://en.wikipedia.org/wiki/European_Parliament_election,_1979_(Denmark)",179,3730650,3194345,3171002,,,,409,271,824,208,19790
243,13,44,1979-05-03,,1,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1979",635,41095490,31233208,31221362,,"Early Election on 3 May 1979.
Elections followed a lost vote of confidence of the Labor Government.",,40,,590,826,19790
244,13,72,1951-05-06,,1,"http://en.wikipedia.org/wiki/Maltese_general_election,_1951",40,151979,113366,112625,md,,Coded as snap election since it took place before the end of the official five-year term.,135,,1471,470,19510
245,1,41,1981-01-01,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1981_(Greece)",24,,,,mep,,"Elections took only later in 1981. Results reflect the initial composition of Greek MEPs, based on the party composition of the Hellenic Parliament.",596,,531,300,1019810
246,13,33,2010-08-21,,1,"http://en.wikipedia.org/wiki/Australian_federal_election,_2010",150,14088260,13131667,12402363,aec,,,761,,736,36,20100
247,13,63,1975-04-25,,0,"http://en.wikipedia.org/wiki/Portuguese_Constituent_Assembly_election,_1975",250,6231372,5711829,5315064,cne,Portuguese Constituent Assembly election on 24 April 1975.,possible error in the primary source due to the valid votes,,,,620,19750
248,13,63,1979-12-02,,1,"http://en.wikipedia.org/wiki/Portuguese_legislative_election,_1979",250,7249346,6007453,5843739,cne,,possible error in the primary source due to the valid votes,200,,384,620,19790
249,1,39,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Hungary)",22,8023217,2920948,2896179,ovb,,,194,224,162,348,1020090
250,13,54,1965-09-19,,0,"http://en.wikipedia.org/wiki/West_German_federal_election,_1965",496,38510395,33416207,32620442,bwl,,,381,,31,276,19650
251,13,35,1958-06-01,,1,"http://en.wikipedia.org/wiki/Swedish_general_election,_1958",231,4992421,3864963,3844252,,Early election on 1 June 1958 ('extra val') after the end of the Erlander VI cabinet.,,450,,380,752,19580
252,13,27,1993-06-06,,0,"http://en.wikipedia.org/wiki/Spanish_general_election,_1993",350,31030511,23718816,23403185,epp,,,289,474,37,724,19930
253,13,67,2003-03-16,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_2003",200,4220951,2815700,2791757,"idea, tila",,,15,334,663,246,20030
254,13,27,1986-06-22,,0,"http://en.wikipedia.org/wiki/Spanish_general_election,_1986",350,29117613,20524858,20081733,epp,,,85,38,238,724,19860
255,1,74,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Poland)",50,30565272,7505261,7364763,pkw,,,560,199,164,616,1020090
257,13,39,1990-04-08,,0,"http://en.wikipedia.org/wiki/Hungarian_parliamentary_election,_1990",386,7822764,5091931,4911241,essex,,,,,,348,19900
258,13,35,1970-09-20,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1970",350,5645804,4984207,4976196,,First election after constitutional reform and change to a unicameral parliament.,,655,,219,752,19700
259,13,56,1949-10-24,,0,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_1949",52,82481,73432,72219,gud97,Election on 23/24 October 1949.,,35,,742,352,19490
260,13,55,2002-10-05,,0,"http://en.wikipedia.org/wiki/Latvian_parliamentary_election,_2002",100,1395287,997754,990412,parline,,,615,,23,428,20020
261,13,26,1968-05-19,,0,"http://en.wikipedia.org/wiki/Italian_general_election,_1968",630,35566493,33001644,31790428,archivio,,,380,,433,380,19680
262,13,35,1976-09-19,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1976",349,5947077,5457043,5437748,,,,215,,438,752,19760
263,13,21,1957-05-14,,0,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1957",179,2772159,2321097,2310175,,,,630,,218,208,19570
264,1,41,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Greece)",22,10014795,5261749,5127896,mig,,,466,672,581,300,1020090
265,13,56,2007-05-12,,0,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_2007",63,221330,185071,182169,no-2010,"Election on 12 May 2007.
Parliament was dissolved after the end of the Haarde II cabinet. ",,178,,246,352,20070
268,13,74,1993-09-19,,1,"http://en.wikipedia.org/wiki/Polish_parliamentary_election,_1993",460,27655495,14415586,13796227,pkw,,,211,,730,616,19930
269,13,67,1930-10-01,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1930",200,1722588,1135545,1130028,"no-2010, tila",,,577,,1204,246,19300
271,1,21,1979-06-10,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1979_(Denmark)",16,3725235,1781504,1745078,yb-dnk,,,409,,824,208,1019790
272,13,72,1953-12-14,,1,"http://en.wikipedia.org/wiki/Maltese_general_election,_1953",40,148478,119333,118453,md,,,244,,1472,470,19530
273,1,43,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(France)",87,40132517,18766155,17647172,"ep, frpo, idea",,,479,680,481,250,1019990
274,13,56,1991-04-20,,0,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_1991",63,182768,160142,157769,no-2010,,,673,,127,352,19910
275,13,56,1978-06-25,,0,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_1978",60,137782,124377,122207,"gud97, hagstofa","Election on 25 September 1978.
Parliament was dissolved after the end of the Johannesson II cabinet.",,637,,849,352,19780
276,13,29,1974-07-08,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1974",264,13620353,9671002,9505908,"ceoc, pica",,,552,,25,124,19740
280,1,26,1989-06-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_(Italy)",81,46346961,37572759,34804317,archivio,,"La Lega Lombarda - Alleanza Nord was an electoral alliance of six minor regionalist parties (comprising Lega Lombarda, Lega Veneta, Piemont Autonomista, Uniun Ligure, Lega Emiliano-Romagnola and Alleanza Toscana) situated in the north of Italy. For the results it is coded with the Party-ID of Lega Lombarda.",17,458,809,380,1019890
281,13,63,1980-10-05,,0,"http://en.wikipedia.org/wiki/Portuguese_legislative_election,_1980",250,7179023,6026395,5888733,cne,,"PSD and PS gained seats through membership in electoral alliances and by running separately in the constituencies of Azores and Madeira

possible error in the primary source due to the valid votes",248,,549,620,19800
282,13,29,1965-11-08,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1965",265,10274904,7796728,7713316,"ceoc, pica",,,424,,857,124,19650
283,13,37,1973-02-28,,1,"http://en.wikipedia.org/wiki/Irish_general_election,_1973",144,1783604,1366474,1350537,"gall-09, parline",,,641,,863,372,19730
284,13,41,1990-04-08,,1,"http://en.wikipedia.org/wiki/Greek_legislative_election,_1990",300,8453695,6698591,6586040,no-2010,"Early election on 8 April.
Parliament was dissolved on 9 September 1993 following the resignation of Mitsotakis cabinet.",Inconsistencies with Mackie/Rose (1991/97).,508,518,716,300,19900
285,13,9,2009-09-14,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_2009",169,3530785,2696468,2682903,seby,,,3,,693,578,20090
286,13,29,1958-03-31,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1958",265,9131200,7357139,7287297,"ceoc, pica",,,562,,249,124,19580
288,13,21,1964-09-22,,0,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1964",179,3088269,2640856,2631384,,,,73,,841,208,19640
289,13,27,1989-10-29,,0,"http://en.wikipedia.org/wiki/Spanish_general_election,_1989",350,29604055,20646365,20351887,epp,,,254,474,834,724,19890
290,13,44,1983-06-09,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1983",650,42192999,30722241,30671137,,,,243,37,273,826,19830
291,13,43,1967-03-12,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_1967",470,28242549,22910839,22389474,mackie,,Seats total excludes 17 seats from overseas territories.,407,,349,250,19670
292,13,29,1953-08-10,,0,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1953",265,8401691,5701963,5641272,"ceoc, pica",,,112,,750,124,19530
293,13,43,1951-06-17,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_1951",544,24530523,19670655,19129004,"asn, mackie","Election on 17 June 1951 under a new PR system with alliance bonus.
Seats total excludes 83 seats from overseas territories.",,75,,104,250,19510
294,13,1,1992-06-06,,0,"http://en.wikipedia.org/wiki/Slovak_parliamentary_election,_1992",150,3770073,3174436,3082696,ssr,,,538,,436,703,19920
295,13,35,1960-09-18,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1960",232,4972177,4271610,4254114,,Election on 18 September 1960 after early election ('extra val') in 1958.,,251,,208,752,19600
296,1,54,1989-06-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_(West_Germany)",81,45773179,28508598,28206690,bwl,,,588,610,286,276,1019890
297,13,67,1939-07-01,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1939",200,1956807,1302348,1297319,"no-2010, tila",,,142,,1199,246,19390
299,13,7,1999-06-13,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1999",60,221103,191267,178880,asl,,,306,594,621,442,19990
301,13,68,1996-06-01,,0,"http://en.wikipedia.org/wiki/Czech_legislative_election,_1996",200,7990770,6096404,6059215,volby,,,39,,835,203,19960
302,1,55,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Latvia)",8,1484781,797219,791597,cvk,,,52,145,477,428,1020090
304,1,35,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Sweden)",18,7088303,3227561,3168546,val,,,629,104,475,752,1020090
306,13,7,1994-06-12,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1994",60,217131,191724,179276,asl,,,526,238,418,442,19940
307,13,37,1982-11-24,,1,"http://en.wikipedia.org/wiki/Irish_general_election,_February_1982",166,2335153,1701385,1688720,"gall-09, no-2010",,,228,414,54,372,19821
308,1,21,1989-06-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_%28Denmark%29",16,3923549,1811558,1789395,yb-dnk,,,387,128,57,208,1019890
309,1,21,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Denmark)",13,4057100,2415568,2342128,valgside,,,174,168,71,208,1020090
310,13,40,2007-10-21,,0,"http://en.wikipedia.org/wiki/Swiss_federal_election,_2007",200,4915563,2373071,2330383,ejpr,,,206,,855,756,20070
311,13,44,1970-06-18,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1970",630,39342013,28386145,28344798,,,,583,,733,826,19700
312,13,43,1956-01-02,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_1956",544,26772255,22138046,21490886,mackie,Parliament was dissolved on 9 October 1962 after the fall of the Pompidou I cabinet.,Seats total excludes 51 seats from Algeria and overseas territories.,293,,397,250,19560
