party_id,left_right,state_market,liberty_authority,eu_anti_pro,calculation_date
769,0.5,1.4,3.0,0.0,2021-09-13 20:28:26
771,,,,,2021-09-13 20:28:26
772,2.9308,4.3268,1.3251,7.6101,2021-09-13 20:28:26
773,7.4261,7.5725,7.1901,2.3243,2021-09-13 20:28:26
774,6.2,5.7,7.1,,2021-09-13 20:28:26
780,7.4,6.4,7.0,7.9,2021-09-13 20:28:26
784,6.9611,6.917,3.8431,9.7427,2021-09-13 20:28:26
786,,,,,2021-09-13 20:28:26
788,7.0417,2.1637,9.6842,,2021-09-13 20:28:26
789,3.0463,3.0031,4.2463,8.5647,2021-09-13 20:28:26
791,1.2152,1.0617,3.205,4.3508,2021-09-13 20:28:26
792,2.5,2.5,1.8,6.5,2021-09-13 20:28:26
793,,,,,2021-09-13 20:28:26
794,6.7112,6.9659,5.997,,2021-09-13 20:28:26
795,8.8,5.9,8.5,2.3,2021-09-13 20:28:26
796,1.3,1.4,3.0,3.3,2021-09-13 20:28:26
797,1.1111,2.5,1.8,2.5,2021-09-13 20:28:26
800,,,,,2021-09-13 20:28:26
801,7.4,6.4,7.0,7.9,2021-09-13 20:28:26
802,7.4,6.4,7.0,7.9,2021-09-13 20:28:26
805,0.7407,2.4163,5.2322,,2021-09-13 20:28:26
806,1.3,1.4,3.0,3.3,2021-09-13 20:28:26
808,6.2503,6.3498,6.9333,8.5024,2021-09-13 20:28:26
809,2.6277,3.1839,2.5869,9.069,2021-09-13 20:28:26
811,7.7544,7.7942,6.1316,9.0205,2021-09-13 20:28:26
812,,,,,2021-09-13 20:28:26
816,7.4,6.4,7.0,,2021-09-13 20:28:26
817,5.3,4.9,6.5,,2021-09-13 20:28:26
822,5.3,4.9,6.5,5.4,2021-09-13 20:28:26
824,,,,,2021-09-13 20:28:26
825,,,,,2021-09-13 20:28:26
826,,,,,2021-09-13 20:28:26
827,6.0,6.4,4.6,8.3333,2021-09-13 20:28:26
828,7.4,6.4,7.0,,2021-09-13 20:28:26
829,7.3637,7.8985,4.0087,4.456,2021-09-13 20:28:26
831,9.1778,5.9,8.5,2.3,2021-09-13 20:28:26
837,5.6871,4.4549,6.25,,2021-09-13 20:28:26
