election_id,turnout,enp_votes,enp_seats,disproportionality,advantage_ratio,polarization_vote,polarization_seats,calculation_date
1,89.83,2.4331071922405294,1.8693504569029389,12.058234142505563,1.3069752078684662,0.2600708772745999,0.2360721589512337,2023-11-04 21:48:06
2,90.56,10.289830570736772,9.05068382944489,2.990166290433434,1.246719160104987,0.4438201978139628,0.44490967636276973,2023-11-04 21:48:06
3,77.43,5.105453134492952,4.561731352819038,2.592651644075973,1.1038126775600312,0.5225900448558901,0.517042595442971,2023-11-04 21:48:06
4,,,5.0,,,,0.2777044803709426,2023-11-04 21:48:06
5,36.78,4.336998299289487,3.723076923076923,8.838263497593436,1.1878365536902122,0.4451775476011664,0.44918505982035756,2023-11-04 21:48:06
6,76.31,2.753922763316945,2.3782844733984803,4.610297454866886,1.1210104040441784,0.3478253995377458,0.34539702269096617,2023-11-04 21:48:06
8,92.93,2.0430721700738266,1.9993390614672837,1.0416010006850511,1.0216630403935294,0.22570030440679523,0.22340816157378357,2023-11-04 21:48:06
10,92.09,8.333200002133298,7.199999999999999,6.585644320118657,1.564064064064064,0.351182894804851,0.34469909731774273,2023-11-04 21:48:06
11,95.83,2.758607828835226,2.4711809022419895,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.36422664321695486,2023-11-04 21:48:06
13,,,3.4724409448818903,,,,0.40144626847959425,2023-11-04 21:48:06
14,35.54,3.503852643655067,3.1407035175879394,2.9934344823296217,1.1114198388441234,0.4622310666274586,0.45544184747149663,2023-11-04 21:48:06
15,65.27,5.930178083247841,5.150656708730363,3.145631892005168,1.25,0.3565969999526973,0.35697214231186164,2023-11-04 21:48:06
16,49.4,3.861772786187582,3.4724409448818903,3.1143323682248862,1.0868383871318332,0.4058753875203734,0.4115343886882551,2023-11-04 21:48:06
17,88.83,4.61329216800466,4.0743630279015335,2.5050885125141527,1.4430014430014428,0.42629263848681037,0.42496974904142365,2023-11-04 21:48:06
18,43.0,4.802451171077719,3.95680258377069,3.9098103767216403,1.1591323066732904,0.37386245116966826,0.37878969222396885,2023-11-04 21:48:06
19,90.3,3.2725694634776175,2.995448539127881,2.8084126817476247,1.2376237623762376,0.40384814571816474,0.4067710086342764,2023-11-04 21:48:06
20,70.86,4.676896598493104,2.6794991055456174,19.18651298048635,5.657844265439202,0.449832261169872,0.4204821807931424,2023-11-04 21:48:06
21,71.2,5.092689754511474,4.800799800049988,2.320434140001421,1.0884353741496597,0.42159156153062505,0.41553077411131784,2023-11-04 21:48:06
22,67.73,3.917101595513822,3.585365853658537,3.2458639301519128,1.1242270938729624,0.4187648910859648,0.4189279075381415,2023-11-04 21:48:06
23,58.12,3.9251448191993905,3.1094527363184072,5.7722049513162625,1.1846001974333662,0.3664989170861215,0.30264274767193705,2023-11-04 21:48:06
24,68.58,5.790924127833259,4.8971596474045045,3.6769620612674254,1.6666666666666667,0.3512696975399273,0.35624073264791045,2023-11-04 21:48:06
25,73.31,3.4145511644199944,2.7009561490273657,7.099186463074486,1.1635818349220106,0.556901952855664,0.5721595628094313,2023-11-04 21:48:06
27,73.86,4.721446239417646,3.7098868484511223,5.779926470120533,1.145156298359641,0.5040555840572768,0.49188556756278984,2023-11-04 21:48:06
28,59.4,3.6284762526026157,3.5999999999999996,6.810123999523716,1.6920473773265652,0.6516157097912201,0.6388388936709056,2023-11-04 21:48:06
30,70.08,4.988619711283635,4.707843137254902,1.9171491192712937,1.1595547309833023,0.4198739621624542,0.41614607585151187,2023-11-04 21:48:06
32,83.87,4.189231438154355,2.408832385413182,12.45849620852283,1.333915405510283,0.31175895904340284,0.3361714663745598,2023-11-04 21:48:06
